Build ID,Test Method,Flaky or Not,Detection Method,Number of Test Smells,Flaky Frequency,Size,Path
689750767,test_kb_invalid_entity_vector,flaky,Multi-Factor,0,0.10,7,spaCy/spacy/tests/pipeline/test_entity_linker.py
689750767,test_append_invalid_alias,flaky,Multi-Factor,0,0.10,12,spaCy/spacy/tests/pipeline/test_entity_linker.py
689750767,test_entity_ruler_validate,flaky,Multi-Factor,0,0.10,12,spaCy/spacy/tests/pipeline/test_entity_ruler.py
689750767,test_add_pipe_duplicate_name,flaky,Multi-Factor,0,0.10,3,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689750767,test_cant_add_pipe_first_and_last,flaky,Multi-Factor,0,0.10,2,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689750767,test_get_pipe,flaky,Multi-Factor,0,0.10,4,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689750767,test_replace_pipe,flaky,Multi-Factor,0,0.10,8,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689750767,test_rename_pipe,flaky,Multi-Factor,0,0.10,5,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689750767,test_remove_pipe,flaky,Multi-Factor,0,0.10,8,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689750767,test_raise_for_invalid_components,flaky,Multi-Factor,0,0.10,2,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689750767,test_label_types,flaky,Multi-Factor,0,0.10,5,spaCy/spacy/tests/pipeline/test_tagger.py
689750767,test_issue242,flaky,Multi-Factor,0,0.21,19,spaCy/spacy/tests/regression/test_issue1-1000.py
689750767,test_issue588,flaky,Multi-Factor,0,0.10,3,spaCy/spacy/tests/regression/test_issue1-1000.py
689750767,test_issue1375,flaky,Multi-Factor,0,0.17,8,spaCy/spacy/tests/regression/test_issue1001-1500.py
689750767,test_issue1915,flaky,Multi-Factor,0,0.18,6,spaCy/spacy/tests/regression/test_issue1501-2000.py
689750767,test_issue2564,flaky,Multi-Factor,0,0.27,11,spaCy/spacy/tests/regression/test_issue2501-3000.py
689750767,test_issue2833,flaky,Multi-Factor,0,0.10,6,spaCy/spacy/tests/regression/test_issue2501-3000.py
689750767,test_issue3410,flaky,Multi-Factor,0,0.17,12,spaCy/spacy/tests/regression/test_issue3001-3500.py
689750767,test_issue3456,flaky,Multi-Factor,0,0.23,5,spaCy/spacy/tests/regression/test_issue3001-3500.py
689750767,test_issue4348,flaky,Multi-Factor,1,0.23,12,spaCy/spacy/tests/regression/test_issue4348.py
689750767,test_issue4674,flaky,Multi-Factor,0,0.10,22,spaCy/spacy/tests/regression/test_issue4674.py
689750767,test_issue4903,flaky,Multi-Factor,0,0.14,10,spaCy/spacy/tests/regression/test_issue4903.py
689750767,test_serialize_doc_exclude,flaky,Multi-Factor,0,0.10,12,spaCy/spacy/tests/serialize/test_serialize_doc.py
689750767,test_serialize_pipe_exclude,flaky,Multi-Factor,0,0.18,21,spaCy/spacy/tests/serialize/test_serialize_pipeline.py
689750767,test_pickle_vocab,flaky,Multi-Factor,0,0.29,5,spaCy/spacy/tests/serialize/test_serialize_vocab_strings.py
689750767,test_tokenizer_explain,flaky,Multi-Factor,0,0.10,6,spaCy/spacy/tests/tokenizer/test_explain.py
689750767,test_vectors_similarity_TD,flaky,Multi-Factor,0,0.10,4,spaCy/spacy/tests/vocab_vectors/test_similarity.py
689750767,test_vectors_similarity_TS,flaky,Multi-Factor,0,0.10,4,spaCy/spacy/tests/vocab_vectors/test_similarity.py
689750767,test_stringstore_retrieve_id,flaky,Multi-Factor,0,0.10,5,spaCy/spacy/tests/vocab_vectors/test_stringstore.py
689750767,test_vectors_most_similar,flaky,Multi-Factor,0,0.10,5,spaCy/spacy/tests/vocab_vectors/test_vectors.py
689750767,test_vectors_span_span_similarity,flaky,Multi-Factor,0,0.10,4,spaCy/spacy/tests/vocab_vectors/test_vectors.py
689750767,test_vectors_span_doc_similarity,flaky,Multi-Factor,0,0.10,4,spaCy/spacy/tests/vocab_vectors/test_vectors.py
689750767,test_vocab_add_vector,flaky,Multi-Factor,0,0.10,12,spaCy/spacy/tests/vocab_vectors/test_vectors.py
689744566,test_displacy_raises_for_wrong_type,flaky,Multi-Factor,0,0.11,2,spaCy/spacy/tests/test_displacy.py
689744566,test_add_codes,flaky,Multi-Factor,0,0.11,4,spaCy/spacy/tests/test_errors.py
689744566,test_gold_biluo_overlap,flaky,Multi-Factor,0,0.11,9,spaCy/spacy/tests/test_gold.py
689744566,test_gold_biluo_misalign,flaky,Multi-Factor,0,0.11,7,spaCy/spacy/tests/test_gold.py
689744566,test_iob_to_biluo,flaky,Multi-Factor,0,0.11,7,spaCy/spacy/tests/test_gold.py
689744566,test_language_pipe,flaky,Multi-Factor,0,0.29,5,spaCy/spacy/tests/test_language.py
689744566,test_add_overlapping_entities,flaky,Multi-Factor,0,0.11,7,spaCy/spacy/tests/doc/test_add_entities.py
689744566,test_doc_api_similarity_match,flaky,Multi-Factor,0,0.18,7,spaCy/spacy/tests/doc/test_doc_api.py
689744566,test_doc_retokenize_spans_merge_non_disjoint,flaky,Multi-Factor,0,0.11,12,spaCy/spacy/tests/doc/test_retokenize_merge.py
689744566,test_doc_retokenize_merge_extension_attrs_invalid,flaky,Multi-Factor,0,0.11,7,spaCy/spacy/tests/doc/test_retokenize_merge.py
689744566,test_doc_retokenize_split_heads_error,flaky,Multi-Factor,0,0.11,9,spaCy/spacy/tests/doc/test_retokenize_split.py
689744566,test_doc_retokenize_split_orths_mismatch,flaky,Multi-Factor,0,0.11,10,spaCy/spacy/tests/doc/test_retokenize_split.py
689744566,test_doc_retokenize_split_extension_attrs_invalid,flaky,Multi-Factor,0,0.11,9,spaCy/spacy/tests/doc/test_retokenize_split.py
689744566,test_span_similarity_match,flaky,Multi-Factor,0,0.18,7,spaCy/spacy/tests/doc/test_span.py
689744566,test_span_label_readonly,flaky,Multi-Factor,0,0.11,3,spaCy/spacy/tests/doc/test_span.py
689744566,test_span_kb_id_readonly,flaky,Multi-Factor,0,0.11,3,spaCy/spacy/tests/doc/test_span.py
689744566,test_doc_to_json_underscore_error_attr,flaky,Multi-Factor,0,0.11,4,spaCy/spacy/tests/doc/test_to_json.py
689744566,test_doc_to_json_underscore_error_serialize,flaky,Multi-Factor,0,0.15,5,spaCy/spacy/tests/doc/test_to_json.py
689744566,test_underscore_raises_for_dup,flaky,Multi-Factor,0,0.11,3,spaCy/spacy/tests/doc/test_underscore.py
689744566,test_underscore_raises_for_invalid,flaky,Multi-Factor,0,0.11,3,spaCy/spacy/tests/doc/test_underscore.py
689744566,test_lang_initialize,flaky,Multi-Factor,0,0.40,6,spaCy/spacy/tests/lang/test_initialize.py
689744566,test_noun_chunks_is_parsed_de,flaky,Multi-Factor,0,0.11,9,spaCy/spacy/tests/lang/de/test_noun_chunks.py
689744566,test_noun_chunks_is_parsed_el,flaky,Multi-Factor,0,0.11,9,spaCy/spacy/tests/lang/el/test_noun_chunks.py
689744566,test_noun_chunks_is_parsed,flaky,Multi-Factor,0,0.11,9,spaCy/spacy/tests/lang/en/test_noun_chunks.py
689744566,test_noun_chunks_is_parsed_es,flaky,Multi-Factor,0,0.11,9,spaCy/spacy/tests/lang/es/test_noun_chunks.py
689744566,test_noun_chunks_is_parsed_fa,flaky,Multi-Factor,0,0.11,9,spaCy/spacy/tests/lang/fa/test_noun_chunks.py
689744566,test_noun_chunks_is_parsed_fr,flaky,Multi-Factor,0,0.11,9,spaCy/spacy/tests/lang/fr/test_noun_chunks.py
689744566,test_noun_chunks_is_parsed_id,flaky,Multi-Factor,0,0.11,9,spaCy/spacy/tests/lang/id/test_noun_chunks.py
689744566,test_noun_chunks_is_parsed_nb,flaky,Multi-Factor,0,0.11,9,spaCy/spacy/tests/lang/nb/test_noun_chunks.py
689744566,test_matcher_basic_check,flaky,Multi-Factor,0,0.11,5,spaCy/spacy/tests/matcher/test_matcher_api.py
689744566,test_matcher_valid_callback,flaky,Multi-Factor,0,0.11,5,spaCy/spacy/tests/matcher/test_matcher_api.py
689744566,test_minimal_pattern_validation,flaky,Multi-Factor,0,0.11,6,spaCy/spacy/tests/matcher/test_pattern_validation.py
689744566,test_attr_validation,flaky,Multi-Factor,0,0.11,2,spaCy/spacy/tests/matcher/test_phrase_matcher.py
689744566,test_phrase_matcher_basic_check,flaky,Multi-Factor,0,0.11,5,spaCy/spacy/tests/matcher/test_phrase_matcher.py
689744566,test_analysis_validate_attrs_valid,flaky,Multi-Factor,0,0.11,6,spaCy/spacy/tests/pipeline/test_analysis.py
689744566,test_analysis_validate_attrs_invalid,flaky,Multi-Factor,0,0.11,2,spaCy/spacy/tests/pipeline/test_analysis.py
689744566,test_kb_invalid_entities,flaky,Multi-Factor,0,0.17,11,spaCy/spacy/tests/pipeline/test_entity_linker.py
689744566,test_kb_invalid_probabilities,flaky,Multi-Factor,0,0.17,9,spaCy/spacy/tests/pipeline/test_entity_linker.py
689744566,test_kb_invalid_combination,flaky,Multi-Factor,0,0.17,11,spaCy/spacy/tests/pipeline/test_entity_linker.py
689744566,test_kb_invalid_entity_vector,flaky,Multi-Factor,0,0.11,7,spaCy/spacy/tests/pipeline/test_entity_linker.py
689744566,test_append_invalid_alias,flaky,Multi-Factor,0,0.11,12,spaCy/spacy/tests/pipeline/test_entity_linker.py
689744566,test_entity_ruler_validate,flaky,Multi-Factor,0,0.11,12,spaCy/spacy/tests/pipeline/test_entity_ruler.py
689744566,test_add_pipe_duplicate_name,flaky,Multi-Factor,0,0.11,3,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689744566,test_cant_add_pipe_first_and_last,flaky,Multi-Factor,0,0.11,2,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689744566,test_get_pipe,flaky,Multi-Factor,0,0.11,4,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689744566,test_rename_pipe,flaky,Multi-Factor,0,0.11,5,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689744566,test_raise_for_invalid_components,flaky,Multi-Factor,0,0.11,2,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689744566,test_label_types,flaky,Multi-Factor,0,0.11,5,spaCy/spacy/tests/pipeline/test_tagger.py
689744566,test_issue242,flaky,Multi-Factor,0,0.23,19,spaCy/spacy/tests/regression/test_issue1-1000.py
689744566,test_issue588,flaky,Multi-Factor,0,0.11,3,spaCy/spacy/tests/regression/test_issue1-1000.py
689744566,test_issue1915,flaky,Multi-Factor,0,0.19,6,spaCy/spacy/tests/regression/test_issue1501-2000.py
689744566,test_issue2564,flaky,Multi-Factor,0,0.29,11,spaCy/spacy/tests/regression/test_issue2501-3000.py
689744566,test_issue2833,flaky,Multi-Factor,0,0.11,6,spaCy/spacy/tests/regression/test_issue2501-3000.py
689744566,test_issue3410,flaky,Multi-Factor,0,0.18,12,spaCy/spacy/tests/regression/test_issue3001-3500.py
689744566,test_issue3456,flaky,Multi-Factor,0,0.25,5,spaCy/spacy/tests/regression/test_issue3001-3500.py
689744566,test_issue4348,flaky,Multi-Factor,1,0.25,12,spaCy/spacy/tests/regression/test_issue4348.py
689744566,test_issue4674,flaky,Multi-Factor,0,0.11,22,spaCy/spacy/tests/regression/test_issue4674.py
689744566,test_issue4903,flaky,Multi-Factor,0,0.15,10,spaCy/spacy/tests/regression/test_issue4903.py
689744566,test_serialize_doc_exclude,flaky,Multi-Factor,0,0.11,12,spaCy/spacy/tests/serialize/test_serialize_doc.py
689744566,test_pickle_vocab,flaky,Multi-Factor,0,0.31,5,spaCy/spacy/tests/serialize/test_serialize_vocab_strings.py
689744566,test_tokenizer_explain,flaky,Multi-Factor,0,0.11,6,spaCy/spacy/tests/tokenizer/test_explain.py
689744566,test_vectors_similarity_TD,flaky,Multi-Factor,0,0.11,4,spaCy/spacy/tests/vocab_vectors/test_similarity.py
689744566,test_vectors_similarity_TS,flaky,Multi-Factor,0,0.11,4,spaCy/spacy/tests/vocab_vectors/test_similarity.py
689744566,test_stringstore_retrieve_id,flaky,Multi-Factor,0,0.11,5,spaCy/spacy/tests/vocab_vectors/test_stringstore.py
689744566,test_vectors_most_similar,flaky,Multi-Factor,0,0.11,5,spaCy/spacy/tests/vocab_vectors/test_vectors.py
689744566,test_vectors_span_span_similarity,flaky,Multi-Factor,0,0.11,4,spaCy/spacy/tests/vocab_vectors/test_vectors.py
689744566,test_vectors_span_doc_similarity,flaky,Multi-Factor,0,0.11,4,spaCy/spacy/tests/vocab_vectors/test_vectors.py
689744566,test_vocab_add_vector,flaky,Multi-Factor,0,0.11,12,spaCy/spacy/tests/vocab_vectors/test_vectors.py
689741907,test_displacy_raises_for_wrong_type,flaky,Multi-Factor,0,0.12,2,spaCy/spacy/tests/test_displacy.py
689741907,test_add_codes,flaky,Multi-Factor,0,0.12,4,spaCy/spacy/tests/test_errors.py
689741907,test_gold_biluo_overlap,flaky,Multi-Factor,0,0.12,9,spaCy/spacy/tests/test_gold.py
689741907,test_gold_biluo_misalign,flaky,Multi-Factor,0,0.12,7,spaCy/spacy/tests/test_gold.py
689741907,test_iob_to_biluo,flaky,Multi-Factor,0,0.12,7,spaCy/spacy/tests/test_gold.py
689741907,test_language_pipe,flaky,Multi-Factor,0,0.31,5,spaCy/spacy/tests/test_language.py
689741907,test_add_overlapping_entities,flaky,Multi-Factor,0,0.12,7,spaCy/spacy/tests/doc/test_add_entities.py
689741907,test_doc_api_similarity_match,flaky,Multi-Factor,0,0.20,7,spaCy/spacy/tests/doc/test_doc_api.py
689741907,test_doc_retokenize_spans_merge_non_disjoint,flaky,Multi-Factor,0,0.12,12,spaCy/spacy/tests/doc/test_retokenize_merge.py
689741907,test_doc_retokenize_merge_extension_attrs_invalid,flaky,Multi-Factor,0,0.12,7,spaCy/spacy/tests/doc/test_retokenize_merge.py
689741907,test_doc_retokenize_split_heads_error,flaky,Multi-Factor,0,0.12,9,spaCy/spacy/tests/doc/test_retokenize_split.py
689741907,test_doc_retokenize_split_orths_mismatch,flaky,Multi-Factor,0,0.12,10,spaCy/spacy/tests/doc/test_retokenize_split.py
689741907,test_doc_retokenize_split_extension_attrs_invalid,flaky,Multi-Factor,0,0.12,9,spaCy/spacy/tests/doc/test_retokenize_split.py
689741907,test_span_similarity_match,flaky,Multi-Factor,0,0.20,7,spaCy/spacy/tests/doc/test_span.py
689741907,test_span_label_readonly,flaky,Multi-Factor,0,0.12,3,spaCy/spacy/tests/doc/test_span.py
689741907,test_span_kb_id_readonly,flaky,Multi-Factor,0,0.12,3,spaCy/spacy/tests/doc/test_span.py
689741907,test_doc_to_json_underscore_error_attr,flaky,Multi-Factor,0,0.12,4,spaCy/spacy/tests/doc/test_to_json.py
689741907,test_doc_to_json_underscore_error_serialize,flaky,Multi-Factor,0,0.17,5,spaCy/spacy/tests/doc/test_to_json.py
689741907,test_underscore_raises_for_dup,flaky,Multi-Factor,0,0.12,3,spaCy/spacy/tests/doc/test_underscore.py
689741907,test_underscore_raises_for_invalid,flaky,Multi-Factor,0,0.12,3,spaCy/spacy/tests/doc/test_underscore.py
689741907,test_lang_initialize,flaky,Multi-Factor,0,0.42,6,spaCy/spacy/tests/lang/test_initialize.py
689741907,test_noun_chunks_is_parsed_de,flaky,Multi-Factor,0,0.12,9,spaCy/spacy/tests/lang/de/test_noun_chunks.py
689741907,test_noun_chunks_is_parsed_el,flaky,Multi-Factor,0,0.12,9,spaCy/spacy/tests/lang/el/test_noun_chunks.py
689741907,test_noun_chunks_is_parsed,flaky,Multi-Factor,0,0.12,9,spaCy/spacy/tests/lang/en/test_noun_chunks.py
689741907,test_noun_chunks_is_parsed_es,flaky,Multi-Factor,0,0.12,9,spaCy/spacy/tests/lang/es/test_noun_chunks.py
689741907,test_noun_chunks_is_parsed_fa,flaky,Multi-Factor,0,0.12,9,spaCy/spacy/tests/lang/fa/test_noun_chunks.py
689741907,test_noun_chunks_is_parsed_fr,flaky,Multi-Factor,0,0.12,9,spaCy/spacy/tests/lang/fr/test_noun_chunks.py
689741907,test_noun_chunks_is_parsed_id,flaky,Multi-Factor,0,0.12,9,spaCy/spacy/tests/lang/id/test_noun_chunks.py
689741907,test_noun_chunks_is_parsed_nb,flaky,Multi-Factor,0,0.12,9,spaCy/spacy/tests/lang/nb/test_noun_chunks.py
689741907,test_matcher_basic_check,flaky,Multi-Factor,0,0.12,5,spaCy/spacy/tests/matcher/test_matcher_api.py
689741907,test_matcher_valid_callback,flaky,Multi-Factor,0,0.12,5,spaCy/spacy/tests/matcher/test_matcher_api.py
689741907,test_minimal_pattern_validation,flaky,Multi-Factor,0,0.12,6,spaCy/spacy/tests/matcher/test_pattern_validation.py
689741907,test_attr_validation,flaky,Multi-Factor,0,0.12,2,spaCy/spacy/tests/matcher/test_phrase_matcher.py
689741907,test_phrase_matcher_basic_check,flaky,Multi-Factor,0,0.12,5,spaCy/spacy/tests/matcher/test_phrase_matcher.py
689741907,test_analysis_validate_attrs_valid,flaky,Multi-Factor,0,0.12,6,spaCy/spacy/tests/pipeline/test_analysis.py
689741907,test_analysis_validate_attrs_invalid,flaky,Multi-Factor,0,0.12,2,spaCy/spacy/tests/pipeline/test_analysis.py
689741907,test_kb_invalid_entities,flaky,Multi-Factor,0,0.18,11,spaCy/spacy/tests/pipeline/test_entity_linker.py
689741907,test_kb_invalid_probabilities,flaky,Multi-Factor,0,0.18,9,spaCy/spacy/tests/pipeline/test_entity_linker.py
689741907,test_kb_invalid_combination,flaky,Multi-Factor,0,0.18,11,spaCy/spacy/tests/pipeline/test_entity_linker.py
689741907,test_kb_invalid_entity_vector,flaky,Multi-Factor,0,0.12,7,spaCy/spacy/tests/pipeline/test_entity_linker.py
689741907,test_append_invalid_alias,flaky,Multi-Factor,0,0.12,12,spaCy/spacy/tests/pipeline/test_entity_linker.py
689741907,test_entity_ruler_validate,flaky,Multi-Factor,0,0.12,12,spaCy/spacy/tests/pipeline/test_entity_ruler.py
689741907,test_add_pipe_duplicate_name,flaky,Multi-Factor,0,0.12,3,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689741907,test_cant_add_pipe_first_and_last,flaky,Multi-Factor,0,0.12,2,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689741907,test_get_pipe,flaky,Multi-Factor,0,0.12,4,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689741907,test_rename_pipe,flaky,Multi-Factor,0,0.12,5,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689741907,test_raise_for_invalid_components,flaky,Multi-Factor,0,0.12,2,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689741907,test_label_types,flaky,Multi-Factor,0,0.12,5,spaCy/spacy/tests/pipeline/test_tagger.py
689741907,test_issue242,flaky,Multi-Factor,0,0.25,19,spaCy/spacy/tests/regression/test_issue1-1000.py
689741907,test_issue588,flaky,Multi-Factor,0,0.12,3,spaCy/spacy/tests/regression/test_issue1-1000.py
689741907,test_issue1915,flaky,Multi-Factor,0,0.20,6,spaCy/spacy/tests/regression/test_issue1501-2000.py
689741907,test_issue2564,flaky,Multi-Factor,0,0.31,11,spaCy/spacy/tests/regression/test_issue2501-3000.py
689741907,test_issue2833,flaky,Multi-Factor,0,0.12,6,spaCy/spacy/tests/regression/test_issue2501-3000.py
689741907,test_issue3410,flaky,Multi-Factor,0,0.20,12,spaCy/spacy/tests/regression/test_issue3001-3500.py
689741907,test_issue3456,flaky,Multi-Factor,0,0.27,5,spaCy/spacy/tests/regression/test_issue3001-3500.py
689741907,test_issue4348,flaky,Multi-Factor,1,0.27,12,spaCy/spacy/tests/regression/test_issue4348.py
689741907,test_issue4674,flaky,Multi-Factor,0,0.12,22,spaCy/spacy/tests/regression/test_issue4674.py
689741907,test_issue4903,flaky,Multi-Factor,0,0.17,10,spaCy/spacy/tests/regression/test_issue4903.py
689741907,test_serialize_doc_exclude,flaky,Multi-Factor,0,0.12,12,spaCy/spacy/tests/serialize/test_serialize_doc.py
689741907,test_pickle_vocab,flaky,Multi-Factor,0,0.33,5,spaCy/spacy/tests/serialize/test_serialize_vocab_strings.py
689741907,test_tokenizer_explain,flaky,Multi-Factor,0,0.12,6,spaCy/spacy/tests/tokenizer/test_explain.py
689741907,test_vectors_similarity_TD,flaky,Multi-Factor,0,0.12,4,spaCy/spacy/tests/vocab_vectors/test_similarity.py
689741907,test_vectors_similarity_TS,flaky,Multi-Factor,0,0.12,4,spaCy/spacy/tests/vocab_vectors/test_similarity.py
689741907,test_stringstore_retrieve_id,flaky,Multi-Factor,0,0.12,5,spaCy/spacy/tests/vocab_vectors/test_stringstore.py
689741907,test_vectors_most_similar,flaky,Multi-Factor,0,0.12,5,spaCy/spacy/tests/vocab_vectors/test_vectors.py
689741907,test_vectors_span_span_similarity,flaky,Multi-Factor,0,0.12,4,spaCy/spacy/tests/vocab_vectors/test_vectors.py
689741907,test_vectors_span_doc_similarity,flaky,Multi-Factor,0,0.12,4,spaCy/spacy/tests/vocab_vectors/test_vectors.py
689741907,test_vocab_add_vector,flaky,Multi-Factor,0,0.12,12,spaCy/spacy/tests/vocab_vectors/test_vectors.py
689730947,test_displacy_raises_for_wrong_type,flaky,Multi-Factor,0,0.14,2,spaCy/spacy/tests/test_displacy.py
689730947,test_add_codes,flaky,Multi-Factor,0,0.14,4,spaCy/spacy/tests/test_errors.py
689730947,test_gold_biluo_overlap,flaky,Multi-Factor,0,0.14,9,spaCy/spacy/tests/test_gold.py
689730947,test_gold_biluo_misalign,flaky,Multi-Factor,0,0.14,7,spaCy/spacy/tests/test_gold.py
689730947,test_iob_to_biluo,flaky,Multi-Factor,0,0.14,7,spaCy/spacy/tests/test_gold.py
689730947,test_language_pipe,flaky,Multi-Factor,0,0.33,5,spaCy/spacy/tests/test_language.py
689730947,test_add_overlapping_entities,flaky,Multi-Factor,0,0.14,7,spaCy/spacy/tests/doc/test_add_entities.py
689730947,test_doc_api_similarity_match,flaky,Multi-Factor,0,0.22,7,spaCy/spacy/tests/doc/test_doc_api.py
689730947,test_doc_retokenize_spans_merge_non_disjoint,flaky,Multi-Factor,0,0.14,12,spaCy/spacy/tests/doc/test_retokenize_merge.py
689730947,test_doc_retokenize_merge_extension_attrs_invalid,flaky,Multi-Factor,0,0.14,7,spaCy/spacy/tests/doc/test_retokenize_merge.py
689730947,test_doc_retokenize_split_heads_error,flaky,Multi-Factor,0,0.14,9,spaCy/spacy/tests/doc/test_retokenize_split.py
689730947,test_doc_retokenize_split_orths_mismatch,flaky,Multi-Factor,0,0.14,10,spaCy/spacy/tests/doc/test_retokenize_split.py
689730947,test_doc_retokenize_split_extension_attrs_invalid,flaky,Multi-Factor,0,0.14,9,spaCy/spacy/tests/doc/test_retokenize_split.py
689730947,test_span_similarity_match,flaky,Multi-Factor,0,0.22,7,spaCy/spacy/tests/doc/test_span.py
689730947,test_span_label_readonly,flaky,Multi-Factor,0,0.14,3,spaCy/spacy/tests/doc/test_span.py
689730947,test_span_kb_id_readonly,flaky,Multi-Factor,0,0.14,3,spaCy/spacy/tests/doc/test_span.py
689730947,test_doc_to_json_underscore_error_attr,flaky,Multi-Factor,0,0.14,4,spaCy/spacy/tests/doc/test_to_json.py
689730947,test_doc_to_json_underscore_error_serialize,flaky,Multi-Factor,0,0.18,5,spaCy/spacy/tests/doc/test_to_json.py
689730947,test_underscore_raises_for_dup,flaky,Multi-Factor,0,0.14,3,spaCy/spacy/tests/doc/test_underscore.py
689730947,test_underscore_raises_for_invalid,flaky,Multi-Factor,0,0.14,3,spaCy/spacy/tests/doc/test_underscore.py
689730947,test_lang_initialize,flaky,Multi-Factor,0,0.43,6,spaCy/spacy/tests/lang/test_initialize.py
689730947,test_noun_chunks_is_parsed_de,flaky,Multi-Factor,0,0.14,9,spaCy/spacy/tests/lang/de/test_noun_chunks.py
689730947,test_noun_chunks_is_parsed_el,flaky,Multi-Factor,0,0.14,9,spaCy/spacy/tests/lang/el/test_noun_chunks.py
689730947,test_noun_chunks_is_parsed,flaky,Multi-Factor,0,0.14,9,spaCy/spacy/tests/lang/en/test_noun_chunks.py
689730947,test_noun_chunks_is_parsed_es,flaky,Multi-Factor,0,0.14,9,spaCy/spacy/tests/lang/es/test_noun_chunks.py
689730947,test_noun_chunks_is_parsed_fa,flaky,Multi-Factor,0,0.14,9,spaCy/spacy/tests/lang/fa/test_noun_chunks.py
689730947,test_noun_chunks_is_parsed_fr,flaky,Multi-Factor,0,0.14,9,spaCy/spacy/tests/lang/fr/test_noun_chunks.py
689730947,test_noun_chunks_is_parsed_id,flaky,Multi-Factor,0,0.14,9,spaCy/spacy/tests/lang/id/test_noun_chunks.py
689730947,test_noun_chunks_is_parsed_nb,flaky,Multi-Factor,0,0.14,9,spaCy/spacy/tests/lang/nb/test_noun_chunks.py
689730947,test_sv_noun_chunks,flaky,Multi-Factor,0,0.25,9,spaCy/spacy/tests/lang/sv/test_noun_chunks.py
689730947,test_matcher_basic_check,flaky,Multi-Factor,0,0.14,5,spaCy/spacy/tests/matcher/test_matcher_api.py
689730947,test_matcher_valid_callback,flaky,Multi-Factor,0,0.14,5,spaCy/spacy/tests/matcher/test_matcher_api.py
689730947,test_minimal_pattern_validation,flaky,Multi-Factor,0,0.14,6,spaCy/spacy/tests/matcher/test_pattern_validation.py
689730947,test_attr_validation,flaky,Multi-Factor,0,0.14,2,spaCy/spacy/tests/matcher/test_phrase_matcher.py
689730947,test_phrase_matcher_basic_check,flaky,Multi-Factor,0,0.14,5,spaCy/spacy/tests/matcher/test_phrase_matcher.py
689730947,test_analysis_validate_attrs_valid,flaky,Multi-Factor,0,0.14,6,spaCy/spacy/tests/pipeline/test_analysis.py
689730947,test_analysis_validate_attrs_invalid,flaky,Multi-Factor,0,0.14,2,spaCy/spacy/tests/pipeline/test_analysis.py
689730947,test_kb_invalid_entities,flaky,Multi-Factor,0,0.20,11,spaCy/spacy/tests/pipeline/test_entity_linker.py
689730947,test_kb_invalid_probabilities,flaky,Multi-Factor,0,0.20,9,spaCy/spacy/tests/pipeline/test_entity_linker.py
689730947,test_kb_invalid_combination,flaky,Multi-Factor,0,0.20,11,spaCy/spacy/tests/pipeline/test_entity_linker.py
689730947,test_kb_invalid_entity_vector,flaky,Multi-Factor,0,0.14,7,spaCy/spacy/tests/pipeline/test_entity_linker.py
689730947,test_append_invalid_alias,flaky,Multi-Factor,0,0.14,12,spaCy/spacy/tests/pipeline/test_entity_linker.py
689730947,test_entity_ruler_validate,flaky,Multi-Factor,0,0.14,12,spaCy/spacy/tests/pipeline/test_entity_ruler.py
689730947,test_add_pipe_duplicate_name,flaky,Multi-Factor,0,0.14,3,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689730947,test_cant_add_pipe_first_and_last,flaky,Multi-Factor,0,0.14,2,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689730947,test_get_pipe,flaky,Multi-Factor,0,0.14,4,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689730947,test_rename_pipe,flaky,Multi-Factor,0,0.14,5,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689730947,test_raise_for_invalid_components,flaky,Multi-Factor,0,0.14,2,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689730947,test_label_types,flaky,Multi-Factor,0,0.14,5,spaCy/spacy/tests/pipeline/test_tagger.py
689730947,test_issue242,flaky,Multi-Factor,0,0.27,19,spaCy/spacy/tests/regression/test_issue1-1000.py
689730947,test_issue588,flaky,Multi-Factor,0,0.14,3,spaCy/spacy/tests/regression/test_issue1-1000.py
689730947,test_issue1915,flaky,Multi-Factor,0,0.21,6,spaCy/spacy/tests/regression/test_issue1501-2000.py
689730947,test_issue2564,flaky,Multi-Factor,0,0.33,11,spaCy/spacy/tests/regression/test_issue2501-3000.py
689730947,test_issue2833,flaky,Multi-Factor,0,0.14,6,spaCy/spacy/tests/regression/test_issue2501-3000.py
